cluster,,,5
opt,,,
planning_horizon,,,2050
component,location,carrier,
Generator,BE0 0,load,inf
Generator,BE0 0,nuclear,11985.90009
Generator,BE0 0,offwind-ac,831.48117
Generator,BE0 0,offwind-dc,871.22786
Generator,BE0 0,offwind-float,1702.70903
Generator,BE0 0,onwind,15235.08073
Generator,BE0 0,ror,59.01534
Generator,BE0 0,solar,106452.31369
Generator,BE0 0,solar-hsat,0.0
Generator,CH0 0,load,inf
Generator,CH0 0,nuclear,3355.0
Generator,CH0 0,onwind,0.0
Generator,CH0 0,ror,4202.6208
Generator,CH0 0,solar,54079.42389
Generator,CH0 0,solar-hsat,0.0
Generator,DE0 0,load,inf
Generator,DE0 0,nuclear,71964.44481
Generator,DE0 0,offwind-ac,4360.41782
Generator,DE0 0,offwind-dc,21806.77709
Generator,DE0 0,offwind-float,26167.19491
Generator,DE0 0,onwind,26732.11564
Generator,DE0 0,ror,5237.02884
Generator,DE0 0,solar,871889.46939
Generator,DE0 0,solar-hsat,0.0
Generator,EU,load,inf
Generator,FR0 0,load,inf
Generator,FR0 0,nuclear,64682.0
Generator,FR0 0,offwind-ac,0.0
Generator,FR0 0,offwind-dc,40668.40186
Generator,FR0 0,offwind-float,0.0
Generator,FR0 0,onwind,54655.4518
Generator,FR0 0,ror,6978.14486
Generator,FR0 0,solar,209323.05101
Generator,FR0 0,solar-hsat,0.0
Generator,NL0 0,load,inf
Generator,NL0 0,nuclear,60.0
Generator,NL0 0,offwind-ac,3817.06386
Generator,NL0 0,offwind-dc,16429.52699
Generator,NL0 0,offwind-float,0.0
Generator,NL0 0,onwind,46851.74863
Generator,NL0 0,solar,139573.70789
Generator,NL0 0,solar-hsat,0.0
Link,BE0 0,BEV charger,64781.31
Link,BE0 0,H2 Electrolysis,0.0
Link,BE0 0,battery charger,2599.25135
Link,BE0 0,battery discharger,2652.8498
Link,BE0 0,residential rural air heat pump,32.91566
Link,BE0 0,residential rural ground heat pump,887.19529
Link,BE0 0,residential urban decentral air heat pump,7900.30615
Link,BE0 0,services rural air heat pump,14.94411
Link,BE0 0,services rural ground heat pump,396.30575
Link,BE0 0,services urban decentral air heat pump,3531.09572
Link,BE0 0,urban central air heat pump,10043.9733
Link,BE0 0,urban central aquifer thermal energy storage charger,4054.16546
Link,BE0 0,urban central aquifer thermal energy storage discharger,18444.22128
Link,CH0 0,BEV charger,50863.472
Link,CH0 0,H2 Electrolysis,0.0
Link,CH0 0,battery charger,0.0
Link,CH0 0,battery discharger,0.0
Link,CH0 0,residential rural air heat pump,436.15504
Link,CH0 0,residential rural ground heat pump,1949.43457
Link,CH0 0,residential urban decentral air heat pump,3675.26569
Link,CH0 0,services rural air heat pump,182.08688
Link,CH0 0,services rural ground heat pump,802.86041
