component,location,carrier,0
Generator,AL0 0,load,inf
Generator,AL0 0,offwind-ac,10.71647
Generator,AL0 0,offwind-dc,26.93493
Generator,AL0 0,onwind,234.14978
Generator,AL0 0,residential rural solar thermal,9.92903
Generator,AL0 0,residential urban decentral solar thermal,10.41173
Generator,AL0 0,ror,48.2
Generator,AL0 0,services rural solar thermal,9.56554
Generator,AL0 0,services urban decentral solar thermal,9.43484
Generator,AL0 0,solar,22601.76882
Generator,AL0 0,solar rooftop,409.72356
Generator,AL0 0,solar-hsat,44.02106
Generator,AL0 0,urban central solar thermal,16.11504
Generator,AT0 0,load,inf
Generator,AT0 0,onwind,3235.32235
Generator,AT0 0,residential rural solar thermal,9.82105
Generator,AT0 0,residential urban decentral solar thermal,10.15164
Generator,AT0 0,ror,4468.08037
Generator,AT0 0,services rural solar thermal,9.15145
Generator,AT0 0,services urban decentral solar thermal,9.11849
Generator,AT0 0,solar,175954.89646
Generator,AT0 0,solar rooftop,1416.74859
Generator,AT0 0,solar-hsat,61.87886
Generator,AT0 0,urban central solar thermal,16.90867
Generator,BA0 0,load,inf
Generator,BA0 0,offwind-ac,0.90794
Generator,BA0 0,onwind,435.1347
Generator,BA0 0,residential rural solar thermal,8.62103
Generator,BA0 0,residential urban decentral solar thermal,8.70608
Generator,BA0 0,services rural solar thermal,7.91492
Generator,BA0 0,services urban decentral solar thermal,7.68537
Generator,BA0 0,solar,464.08992
Generator,BA0 0,solar rooftop,890.69328
Generator,BA0 0,solar-hsat,46.13395
Generator,BA0 0,urban central solar thermal,14.08435
Generator,BE0 0,load,inf
Generator,BE0 0,nuclear,5931.02364
Generator,BE0 0,offwind-ac,2261.8
Generator,BE0 0,offwind-dc,20.78777
Generator,BE0 0,onwind,15226.9554
Generator,BE0 0,residential rural solar thermal,5.6683
Generator,BE0 0,residential urban decentral solar thermal,7.72297
Generator,BE0 0,ror,59.01534
Generator,BE0 0,services rural solar thermal,6.62131
Generator,BE0 0,services urban decentral solar thermal,7.13695
Generator,BE0 0,solar,37759.08117
Generator,BE0 0,solar rooftop,46.10649
Generator,BE0 0,solar-hsat,71.08208
Generator,BE0 0,urban central solar thermal,11.98885
Generator,BG0 0,load,inf
Generator,BG0 0,nuclear,2080.01177
Generator,BG0 0,offwind-ac,15.71304
Generator,BG0 0,offwind-dc,22.02413
Generator,BG0 0,onwind,703.17941
Generator,BG0 0,residential rural solar thermal,8.36866
Generator,BG0 0,residential urban decentral solar thermal,9.33956
Generator,BG0 0,ror,110.4
Generator,BG0 0,services rural solar thermal,8.37
Generator,BG0 0,services urban decentral solar thermal,8.40714
Generator,BG0 0,solar,54611.83564
Generator,BG0 0,solar rooftop,252.1859
Generator,BG0 0,solar-hsat,53.99477
Generator,BG0 0,urban central solar thermal,14.56054
Generator,CH0 0,load,inf
Generator,CH0 0,nuclear,3355.04266
Generator,CH0 0,onwind,87.05258
Generator,CH0 0,residential rural solar thermal,10.52607
Generator,CH0 0,residential urban decentral solar thermal,13.05732
Generator,CH0 0,ror,4202.6208
Generator,CH0 0,services rural solar thermal,9.44271
Generator,CH0 0,services urban decentral solar thermal,11.64394
Generator,CH0 0,solar,125276.93453
Generator,CH0 0,solar rooftop,16185.5845
Generator,CH0 0,solar-hsat,80.13104
Generator,CH0 0,urban central solar thermal,19.57908
Generator,CZ0 0,load,inf
Generator,CZ0 0,nuclear,4164.05477
Generator,CZ0 0,onwind,340.13168
Generator,CZ0 0,residential rural solar thermal,6.18894
Generator,CZ0 0,residential urban decentral solar thermal,6.89676
Generator,CZ0 0,ror,40.22638
Generator,CZ0 0,services rural solar thermal,6.13478
Generator,CZ0 0,services urban decentral solar thermal,5.93706
Generator,CZ0 0,solar,2175.80664
