component,location,carrier,0
Generator,AL0 0,load,inf
Generator,AL0 0,offwind-ac,4167.80072
Generator,AL0 0,offwind-dc,5524.00825
Generator,AL0 0,onwind,0.08906
Generator,AL0 0,ror,48.2
Generator,AL0 0,solar,1.33579
Generator,AL0 0,solar rooftop,2.01289
Generator,AL0 0,solar-hsat,0.46011
Generator,AT0 0,load,inf
Generator,AT0 0,onwind,0.0931
Generator,AT0 0,ror,4468.08037
Generator,AT0 0,solar,176043.47728
Generator,AT0 0,solar rooftop,2.33803
Generator,AT0 0,solar-hsat,0.91664
Generator,BA0 0,load,inf
Generator,BA0 0,offwind-ac,0.05898
Generator,BA0 0,onwind,0.05024
Generator,BA0 0,solar,1.17604
Generator,BA0 0,solar rooftop,1.22076
Generator,BA0 0,solar-hsat,0.46482
Generator,BE0 0,load,inf
Generator,BE0 0,offwind-ac,831.48101
Generator,BE0 0,offwind-dc,871.22775
Generator,BE0 0,onwind,0.7636
Generator,BE0 0,ror,59.01534
Generator,BE0 0,solar,0.79968
Generator,BE0 0,solar rooftop,0.48524
Generator,BE0 0,solar-hsat,0.38849
Generator,BG0 0,load,inf
Generator,BG0 0,offwind-ac,0.12723
Generator,BG0 0,offwind-dc,4709.89659
Generator,BG0 0,onwind,0.1204
Generator,BG0 0,ror,110.4
Generator,BG0 0,solar,6.77259
Generator,BG0 0,solar rooftop,2.47977
Generator,BG0 0,solar-hsat,0.71287
Generator,CH0 0,load,inf
Generator,CH0 0,onwind,0.03389
Generator,CH0 0,ror,4202.6208
Generator,CH0 0,solar,125368.19482
Generator,CH0 0,solar rooftop,16186.27724
Generator,CH0 0,solar-hsat,1.06765
Generator,CZ0 0,load,inf
Generator,CZ0 0,onwind,0.15256
Generator,CZ0 0,ror,40.22638
Generator,CZ0 0,solar,0.52924
Generator,CZ0 0,solar rooftop,0.32449
Generator,CZ0 0,solar-hsat,0.31157
Generator,DE0 0,load,inf
Generator,DE0 0,offwind-ac,2104.11583
Generator,DE0 0,offwind-dc,21545.13414
Generator,DE0 0,onwind,0.2285
Generator,DE0 0,ror,1643.34253
Generator,DE0 0,solar,0.68033
Generator,DE0 0,solar rooftop,0.43883
Generator,DE0 0,solar-hsat,0.37292
Generator,DE0 1,load,inf
Generator,DE0 1,offwind-ac,2268.1609
Generator,DE0 1,offwind-dc,268.44271
Generator,DE0 1,onwind,0.10758
Generator,DE0 1,ror,3593.68631
Generator,DE0 1,solar,1.32718
Generator,DE0 1,solar rooftop,0.64447
Generator,DE0 1,solar-hsat,0.46985
Generator,DK0 0,load,inf
Generator,DK0 0,offwind-ac,0.18
Generator,DK0 0,offwind-dc,0.6307
Generator,DK0 0,onwind,5602.70073
Generator,DK0 0,solar,0.21305
Generator,DK0 0,solar rooftop,0.12092
Generator,DK0 0,solar-hsat,0.16041
Generator,DK1 0,load,inf
Generator,DK1 0,offwind-ac,10849.05967
Generator,DK1 0,offwind-dc,2914.42086
Generator,DK1 0,onwind,16035.77596
Generator,DK1 0,solar,0.35659
Generator,DK1 0,solar rooftop,0.2115
Generator,DK1 0,solar-hsat,0.20792
Generator,EE0 0,load,inf
Generator,EE0 0,offwind-ac,0.39729
Generator,EE0 0,offwind-dc,0.19668
Generator,EE0 0,onwind,26543.17196
Generator,EE0 0,solar,0.22652
Generator,EE0 0,solar rooftop,0.13308
Generator,EE0 0,solar-hsat,0.15703
Generator,ES0 0,load,inf
Generator,ES0 0,offwind-ac,0.09152
Generator,ES0 0,offwind-dc,0.09226
Generator,ES0 0,onwind,97389.76463
Generator,ES0 0,ror,130.0
Generator,ES0 0,solar,214779.74974
Generator,ES0 0,solar rooftop,64285.447
Generator,ES0 0,solar-hsat,1.0026
Generator,ES6 0,load,inf
Generator,ES6 0,offwind-ac,0.05098
Generator,ES6 0,offwind-dc,0.04919
Generator,ES6 0,onwind,1229.21048
Generator,ES6 0,ror,147.00825
Generator,ES6 0,solar,0.40259
Generator,ES6 0,solar rooftop,0.4159
Generator,ES6 0,solar-hsat,0.22016
Generator,EU,biogas,347323678.55875
Generator,EU,load,inf
Generator,EU,solid biomass,1049092861.83616
Generator,FI1 0,load,inf
Generator,FI1 0,offwind-ac,3209.13773
Generator,FI1 0,offwind-dc,44870.23257
Generator,FI1 0,onwind,3.61539
Generator,FI1 0,ror,1470.6
Generator,FI1 0,solar,0.19171
Generator,FI1 0,solar rooftop,0.14421
Generator,FI1 0,solar-hsat,0.15009
Generator,FR0 0,load,inf
Generator,FR0 0,offwind-ac,0.25001
Generator,FR0 0,offwind-dc,204329.19135
Generator,FR0 0,onwind,0.15373
Generator,FR0 0,ror,6830.08473
Generator,FR0 0,solar,0.86385
Generator,FR0 0,solar rooftop,0.57532
Generator,FR0 0,solar-hsat,0.4388
Generator,FR5 0,load,inf
Generator,FR5 0,offwind-ac,0.05616
Generator,FR5 0,offwind-dc,0.07412
Generator,FR5 0,onwind,0.09447
Generator,FR5 0,ror,148.06013
Generator,FR5 0,solar,11000.11192
Generator,FR5 0,solar rooftop,336.47679
Generator,FR5 0,solar-hsat,0.47703
Generator,GB2 0,load,inf
Generator,GB2 0,offwind-ac,111568.39918
Generator,GB2 0,offwind-dc,0.11579
Generator,GB2 0,onwind,76358.78048
Generator,GB2 0,ror,2203.275
Generator,GB2 0,solar,0.32609
Generator,GB2 0,solar rooftop,0.25529
Generator,GB2 0,solar-hsat,0.22349
Generator,GB3 0,load,inf
Generator,GB3 0,offwind-ac,5662.98342
Generator,GB3 0,offwind-dc,14087.4064
Generator,GB3 0,onwind,17407.60749
Generator,GB3 0,ror,1432.9
Generator,GB3 0,solar,0.17367
Generator,GB3 0,solar rooftop,0.09684
Generator,GB3 0,solar-hsat,0.13372
Generator,GR0 0,load,inf
Generator,GR0 0,offwind-ac,0.0937
Generator,GR0 0,offwind-dc,0.10415
Generator,GR0 0,onwind,10951.06548
Generator,GR0 0,ror,103.1
Generator,GR0 0,solar,111587.4216
Generator,GR0 0,solar rooftop,16219.42805
Generator,GR0 0,solar-hsat,0.92448
Generator,HR0 0,load,inf
Generator,HR0 0,offwind-ac,1504.31971
