component,location,carrier,0
Generator,AL0 0,load,inf
Generator,AL0 0,offwind-ac,484.87017
Generator,AL0 0,offwind-dc,5521.15076
Generator,AL0 0,onwind,234.14925
Generator,AL0 0,residential rural solar thermal,68.19202
Generator,AL0 0,residential urban decentral solar thermal,62.74552
Generator,AL0 0,ror,48.2
Generator,AL0 0,services rural solar thermal,15.70553
Generator,AL0 0,services urban decentral solar thermal,15.56674
Generator,AL0 0,solar,6976.45217
Generator,AL0 0,solar rooftop,390.15096
Generator,AL0 0,solar-hsat,190.63486
Generator,AL0 0,urban central solar thermal,96.10199
Generator,AT0 0,load,inf
Generator,AT0 0,onwind,3235.3268
Generator,AT0 0,residential rural solar thermal,20.01386
Generator,AT0 0,residential urban decentral solar thermal,21.16209
Generator,AT0 0,ror,4468.08037
Generator,AT0 0,services rural solar thermal,14.86188
Generator,AT0 0,services urban decentral solar thermal,14.36678
Generator,AT0 0,solar,160638.23838
Generator,AT0 0,solar rooftop,15864.84106
Generator,AT0 0,solar-hsat,255.96737
Generator,AT0 0,urban central solar thermal,41.57802
Generator,BA0 0,load,inf
Generator,BA0 0,offwind-ac,2.95408
Generator,BA0 0,onwind,435.26119
Generator,BA0 0,residential rural solar thermal,22.41149
Generator,BA0 0,residential urban decentral solar thermal,25.29947
Generator,BA0 0,services rural solar thermal,14.47997
Generator,BA0 0,services urban decentral solar thermal,14.35192
Generator,BA0 0,solar,286.14255
Generator,BA0 0,solar rooftop,1636.75349
Generator,BA0 0,solar-hsat,127.54923
Generator,BA0 0,urban central solar thermal,52.29678
Generator,BE0 0,load,inf
Generator,BE0 0,nuclear,5931.31361
Generator,BE0 0,offwind-ac,2261.8
Generator,BE0 0,offwind-dc,871.20578
Generator,BE0 0,onwind,14040.45482
Generator,BE0 0,residential rural solar thermal,9.70055
Generator,BE0 0,residential urban decentral solar thermal,12.38485
Generator,BE0 0,ror,59.01534
Generator,BE0 0,services rural solar thermal,10.60832
Generator,BE0 0,services urban decentral solar thermal,11.21398
Generator,BE0 0,solar,76606.34366
Generator,BE0 0,solar rooftop,184.48927
Generator,BE0 0,solar-hsat,154.41801
Generator,BE0 0,urban central solar thermal,22.76341
Generator,BG0 0,load,inf
Generator,BG0 0,nuclear,2080.05592
Generator,BG0 0,offwind-ac,60.18154
Generator,BG0 0,offwind-dc,2292.4921
Generator,BG0 0,onwind,703.41863
Generator,BG0 0,residential rural solar thermal,20.8275
Generator,BG0 0,residential urban decentral solar thermal,22.74938
Generator,BG0 0,ror,110.4
Generator,BG0 0,services rural solar thermal,17.4296
Generator,BG0 0,services urban decentral solar thermal,17.42564
Generator,BG0 0,solar,6715.11613
Generator,BG0 0,solar rooftop,5266.36201
Generator,BG0 0,solar-hsat,257.87931
Generator,BG0 0,urban central solar thermal,32.0737
Generator,CH0 0,load,inf
Generator,CH0 0,nuclear,3355.43487
Generator,CH0 0,onwind,87.0599
