component,location,carrier,0
Generator,AL0 0,load,inf
Generator,AL0 0,offwind-ac,79.61967
Generator,AL0 0,offwind-dc,5523.86268
Generator,AL0 0,onwind,234.03106
Generator,AL0 0,residential rural solar thermal,7.0874
Generator,AL0 0,residential urban decentral solar thermal,7.09508
Generator,AL0 0,ror,48.2
Generator,AL0 0,services rural solar thermal,7.04074
Generator,AL0 0,services urban decentral solar thermal,7.05534
Generator,AL0 0,solar,7296.11647
Generator,AL0 0,solar rooftop,2865.76827
Generator,AL0 0,solar-hsat,93.75982
Generator,AL0 0,urban central solar thermal,13.06096
Generator,AT0 0,load,inf
Generator,AT0 0,onwind,3235.03985
Generator,AT0 0,residential rural solar thermal,9.2198
Generator,AT0 0,residential urban decentral solar thermal,9.04611
Generator,AT0 0,ror,4468.08037
Generator,AT0 0,services rural solar thermal,8.05552
Generator,AT0 0,services urban decentral solar thermal,7.45957
Generator,AT0 0,solar,137582.01304
Generator,AT0 0,solar rooftop,18096.82986
Generator,AT0 0,solar-hsat,105.20366
Generator,AT0 0,urban central solar thermal,18.97154
Generator,BA0 0,load,inf
Generator,BA0 0,offwind-ac,1.35126
Generator,BA0 0,onwind,435.00884
Generator,BA0 0,residential rural solar thermal,7.1885
Generator,BA0 0,residential urban decentral solar thermal,6.96409
Generator,BA0 0,services rural solar thermal,6.72661
Generator,BA0 0,services urban decentral solar thermal,6.71431
Generator,BA0 0,solar,1918.30708
Generator,BA0 0,solar rooftop,2270.29759
Generator,BA0 0,solar-hsat,79.66677
Generator,BA0 0,urban central solar thermal,13.29459
Generator,BE0 0,load,inf
Generator,BE0 0,nuclear,5931.05784
Generator,BE0 0,offwind-ac,2261.8
Generator,BE0 0,offwind-dc,871.21192
Generator,BE0 0,onwind,15226.89541
Generator,BE0 0,residential rural solar thermal,5.49312
Generator,BE0 0,residential urban decentral solar thermal,7.6331
Generator,BE0 0,ror,59.01534
Generator,BE0 0,services rural solar thermal,6.16945
Generator,BE0 0,services urban decentral solar thermal,6.72565
Generator,BE0 0,solar,85555.79327
Generator,BE0 0,solar rooftop,334.73633
Generator,BE0 0,solar-hsat,81.86716
Generator,BE0 0,urban central solar thermal,15.95985
Generator,BG0 0,load,inf
Generator,BG0 0,nuclear,2080.0002
Generator,BG0 0,offwind-ac,55.76722
Generator,BG0 0,offwind-dc,2621.37694
Generator,BG0 0,onwind,702.82052
Generator,BG0 0,residential rural solar thermal,7.41992
Generator,BG0 0,residential urban decentral solar thermal,7.85432
Generator,BG0 0,ror,110.4
Generator,BG0 0,services rural solar thermal,7.30483
Generator,BG0 0,services urban decentral solar thermal,7.33976
Generator,BG0 0,solar,5097.86498
Generator,BG0 0,solar rooftop,8045.45043
Generator,BG0 0,solar-hsat,88.35019
Generator,BG0 0,urban central solar thermal,16.5356
Generator,CH0 0,load,inf
Generator,CH0 0,nuclear,3355.04645
Generator,CH0 0,onwind,87.01507
Generator,CH0 0,residential rural solar thermal,7.94644
Generator,CH0 0,residential urban decentral solar thermal,9.50968
Generator,CH0 0,ror,4202.6208
Generator,CH0 0,services rural solar thermal,7.1873
Generator,CH0 0,services urban decentral solar thermal,8.10467
Generator,CH0 0,solar,124702.19392
Generator,CH0 0,solar rooftop,16177.94311
Generator,CH0 0,solar-hsat,348.6323
Generator,CH0 0,urban central solar thermal,20.3502
Generator,CZ0 0,load,inf
Generator,CZ0 0,nuclear,4164.01997
Generator,CZ0 0,onwind,339.42582
Generator,CZ0 0,residential rural solar thermal,6.68272
Generator,CZ0 0,residential urban decentral solar thermal,7.27826
Generator,CZ0 0,ror,40.22638
Generator,CZ0 0,services rural solar thermal,6.34012
Generator,CZ0 0,services urban decentral solar thermal,6.13793
Generator,CZ0 0,solar,5397.02136
Generator,CZ0 0,solar rooftop,53.56015
Generator,CZ0 0,solar-hsat,88.82884
Generator,CZ0 0,urban central solar thermal,15.3637
Generator,DE0 0,load,inf
Generator,DE0 0,nuclear,15277.33389
Generator,DE0 0,offwind-ac,7858.0
Generator,DE0 0,offwind-dc,6106.35628
Generator,DE0 0,onwind,30020.67939
Generator,DE0 0,residential rural solar thermal,8.65356
Generator,DE0 0,residential urban decentral solar thermal,10.48511
Generator,DE0 0,ror,1643.34253
Generator,DE0 0,services rural solar thermal,8.87411
Generator,DE0 0,services urban decentral solar thermal,9.0867
Generator,DE0 0,solar,58283.58507
Generator,DE0 0,solar rooftop,192.21207
Generator,DE0 0,solar-hsat,120.96109
Generator,DE0 0,urban central solar thermal,20.34396
Generator,DE0 1,load,inf
Generator,DE0 1,nuclear,7821.01182
Generator,DE0 1,offwind-ac,2268.04321
Generator,DE0 1,offwind-dc,268.44197
Generator,DE0 1,onwind,24393.33769
Generator,DE0 1,residential rural solar thermal,9.74917
Generator,DE0 1,residential urban decentral solar thermal,9.79146
Generator,DE0 1,ror,3593.68631
Generator,DE0 1,services rural solar thermal,9.1896
Generator,DE0 1,services urban decentral solar thermal,8.4336
Generator,DE0 1,solar,169696.59751
Generator,DE0 1,solar rooftop,6168.31784
Generator,DE0 1,solar-hsat,97.64002
Generator,DE0 1,urban central solar thermal,20.2128
Generator,DK0 0,load,inf
Generator,DK0 0,offwind-ac,1602.60947
Generator,DK0 0,offwind-dc,29.73348
Generator,DK0 0,onwind,63483.80327
Generator,DK0 0,residential rural solar thermal,5.38058
Generator,DK0 0,residential urban decentral solar thermal,6.69975
Generator,DK0 0,services rural solar thermal,5.60679
Generator,DK0 0,services urban decentral solar thermal,5.57675
Generator,DK0 0,solar,1637.75623
Generator,DK0 0,solar rooftop,8.98401
Generator,DK0 0,solar-hsat,37.72869
Generator,DK0 0,urban central solar thermal,13.31346
